store_id,zone,state,city,pincode,p1DC,status,format
8795,North 1,Delhi NCR,Delhi,110053,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7841,North 1,Delhi NCR,Delhi,110063,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7239,East,Odisha,Cuttack,753001,R201,OPERATIONAL,DIGITAL EXPRESS MINI
T590,South 2,Andhra Pradesh,Tirupati,517501,SJ99,OPERATIONAL,Digital
8658,South 3,Tamil Nadu,Chennai,600004,SJ99,OPERATIONAL,Digital
TLK6,North 1,Haryana,Kurukshetra,136038,S0CV,OPERATIONAL,Digital
6818,East,West Bengal,Kolkata,711102,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
8758,South 1,Karnataka,Bangalore,560043,R396,OPERATIONAL,Digital
6362,South 2,Telangana,Hyderabad,500032,SE40,OPERATIONAL,Digital
9509,South 2,Andhra Pradesh,Madanapalle,517325,R396,OPERATIONAL,Digital
TX90,North 2,Bihar,Siwan,841226,R394,OPERATIONAL,Digital
7993,West 1,Maharashtra,Mumbai,400058,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3897,North 2,Bihar,Jahanabad,804401,R394,OPERATIONAL,DIGITAL EXPRESS MINI
6811,East,West Bengal,Kolkata,711322,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3700,South 2,Kerala,Tiruvalla,689101,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
TR13,North 2,Bihar,Patna,800020,R394,OPERATIONAL,DIGITAL EXPRESS MINI
9598,South 2,Kerala,Kunnamkulam,680503,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8689,North 1,Delhi NCR,Faridabad,121003,SJ93,OPERATIONAL,Digital
8633,North 1,Delhi NCR,Delhi,110092,SJ93,OPERATIONAL,Digital
6190,East,West Bengal,Medinipur,721103,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6397,North 1,Delhi NCR,Delhi,110037,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6313,North 1,Delhi NCR,Delhi,110014,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T763,East,Assam,Silchar,788001,S597,OPERATIONAL,Digital
6981,West 2,Madhya Pradesh,Basoda,464221,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
T1CA,East,Arunachal Pradesh,Itanagar,791111,S597,OPERATIONAL,Digital
7545,South 2,Tamil Nadu,Chennai,600059,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
3811,South 1,Karnataka,Sirsi,581401,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7790,EAST,West Bengal,Asansol,713301,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TH0R,West,Maharashtra,Pune,,V014,OPERATIONAL,Digital
3719,North 2,Uttar Pradesh,Mainpuri,205001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
T1F8,South 3,Tamil Nadu,Chennai,600082,SJ99,OPERATIONAL,Digital
3636,North 1,Delhi NCR,Gurgaon,122001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7677,West 1,Maharashtra,Nagpur,440008,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
8460,North 1,Delhi NCR,Delhi,100085,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TW3V,Central,Gujarat,Ahmedabad,382330,SLTY,OPERATIONAL,Digital
7808,North 2,Uttarakhand,Dehradun,248001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
7708,South 2,Kerala,Trivandrum,695004,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
9136,South 2,Telangana,Hyderabad,500081,SE40,OPERATIONAL,Digital
6272,South 1,Karnataka,Bangalore,560011,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6450,North 2,Uttar Pradesh,Moradabad,244001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6407,East,West Bengal,Kolkata,712123,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6961,West 1,Maharashtra,Latur,413512,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7736,EAST,Assam,Guwahati,781003,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TO58,East,Odisha,Cuttack,753003,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6924,West 1,Maharashtra,Mumbai,400088,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6810,South 2,Kerala,Palakkad,678001,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3837,North 2,Uttar Pradesh,Rath,210431,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TDQ2,East,West Bengal,Kolkata,700068,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7591,East,West Bengal,Kolkata,700124,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7854,South 2,Telangana,Hyderabad,500065,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TEE1,South 2,Tamil Nadu,Pondicherry,605013,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
TVK6,South 1,Karnataka,Raichur,584101,SE40,OPERATIONAL,Digital
TH0M,Central,Chhattisgarh,Raipur,,S573,OPERATIONAL,Digital
6941,North 1,Punjab,Hoshiarpur,146001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
7531,South 2,Tamil Nadu,Chennai,600108,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
TKV6,East,West Bengal,Kolkata,700032,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6432,West 2,Rajasthan,Jaipur,302002,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TN98,EAST,Assam,Guwahati,784125,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TC78,South 3,Tamil Nadu,Chennai,600040,SJ99,OPERATIONAL,Digital
6902,West 1,Chhattisgarh,Rajnandgaon,491441,S573,OPERATIONAL,DIGITAL EXPRESS MINI
7952,South 3,Tamil Nadu,Tirunelveli,627006,S0TC,OPERATIONAL,Digital
TQ44,West,Maharashtra,Kolhapur,416003,V014,OPERATIONAL,Digital
7459,East,West Bengal,Kolkata,700014,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3585,North 2,Uttar Pradesh,Ujhani,243639,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TUA0,South 2,Andhra Pradesh,Kurnool,518002,SE40,OPERATIONAL,Digital
TEZ5,North 2,Uttar Pradesh,Bareily,243122,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3782,South 2,Kerala,Chittur,678101,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
9512,South 2,Andhra Pradesh,Rajahmundry,533101,S0UG,OPERATIONAL,Digital
3541,West 1,Maharashtra,Mumbai,400037,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6769,East,West Bengal,Kolkata,700120,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7829,North 2,Uttar Pradesh,Allahabad,211003,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6448,North 2,Uttar Pradesh,Lucknow,226005,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3844,West 1,Maharashtra,Lonavala,410401,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6617,West 2,Rajasthan,Jodhpur,342001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TE52,South 2,Kerala,Kanhangad,671315,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
TEU7,West 1,Maharashtra,Mumbai,400607,R696,OPERATIONAL,DIGITAL EXPRESS MINI
T049,East,North East,Jowai,793150,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7866,South 1,Andhra Pradesh,Vijaywada,520001,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
TX08,West,Maharashtra,Pune,411033,V014,OPERATIONAL,Digital
TU33,South 3,Kerala,Kochi,683542,SD78,OPERATIONAL,Digital
6154,North 1,Delhi NCR,Gurgaon,122002,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7520,West 1,Maharashtra,Mumbai,400706,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7644,North 1,Punjab,Ludhiana,141003,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
7500,North 1,Delhi NCR,Delhi,110008,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6925,West 1,Maharashtra,Mumbai,400012,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7464,West 2,Madhya Pradesh,Bhopal,462021,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3657,East,Odisha,Talcher,759100,R201,OPERATIONAL,DIGITAL EXPRESS MINI
9158,West 2,Gujarat,Surat,395007,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TVM0,North 1,Delhi NCR,Delhi,110008,SJ93,OPERATIONAL,Digital
8745,South 1,Karnataka,Bangalore,560098,R396,OPERATIONAL,Digital
8718,West,Maharashtra,Nashik,422101,R696,OPERATIONAL,Digital
7802,West 2,Gujarat,Ahmedabad,382443,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
T2QM,North 2,Uttar Pradesh,Lucknow,,SC28,OPERATIONAL,Digital
6372,North 2,Uttar Pradesh,Moradabad,244001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6842,North 2,Uttar Pradesh,Rampur,244901,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TG9N,West,Maharashtra,Pune,,V014,OPERATIONAL,Digital
TK93,North 1,Rajasthan,Ganganagar,335001,S0CV,OPERATIONAL,Digital
TJD7,South 2,Telangana,Hyderabad,500090,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7558,South 2,Telangana,Hyderabad,500013,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3551,West 2,Rajasthan,Bharatpur,321001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TDI9,North 1,Delhi NCR,Delhi,110009,SJ93,OPERATIONAL,Digital
7774,East,West Bengal,Kolkata,226025,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TCB3,North 2,Bihar,Samastipur,848101,R394,OPERATIONAL,Digital
7962,East,Jharkhand,Ranchi,834001,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7992,West 2,Madhya Pradesh,Indore,452001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TER9,South 3,Tamil Nadu,Thiruvannamalai,606604,SJ99,OPERATIONAL,Digital
6554,North 2,Uttar Pradesh,Meerut,250001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
3757,North 2,Uttar Pradesh,Auraiya,206122,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TJV9,EAST,West Bengal,Puruliya,723101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
9137,East,Assam,Barpeta,781301,S597,OPERATIONAL,DIGITAL EXPRESS MINI
8885,South 1,Karnataka,Bangalore,560043,R396,OPERATIONAL,Digital
TB82,East,West Bengal,Kolkata,700144,SLKO,OPERATIONAL,Digital
TTZ9,West,Maharashtra,Mumbai,421203,R696,OPERATIONAL,Digital
T2VP,South 1,Andhra Pradesh,Srikakulam,,R804,OPERATIONAL,Digital
6113,West 2,Madhya Pradesh,Mhow,453441,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6494,West 1,Maharashtra,Mumbai,400703,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TXFW,North 1,Delhi NCR,Delhi,110034,SJ93,OPERATIONAL,Digital
6194,West 2,Madhya Pradesh,Murwara(Katni),483501,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7653,East,West Bengal,Kolkata,712101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7698,North 2,Bihar,Patna,800008,R394,OPERATIONAL,DIGITAL EXPRESS MINI
3581,North 2,Uttar Pradesh,Azamgarh,276001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6892,North 2,Bihar,Katihar,854105,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
7528,East,West Bengal,Kolkata,700051,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
8887,South 1,Karnataka,Bangalore,560092,R396,OPERATIONAL,Digital
8884,South 1,Karnataka,Bangalore,560048,R396,OPERATIONAL,Digital
6296,East,Jharkhand,Ranchi,834001,R278,OPERATIONAL,DIGITAL EXPRESS MINI
8975,East,Meghalaya,Shillong,793001,S597,OPERATIONAL,Digital
9138,West 1,Maharashtra,Shegaon,444203,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6601,North 2,Bihar,Sasaram,821115,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TX81,South 2,Andhra Pradesh,Vizag,530016,R804,OPERATIONAL,Digital
6666,North 2,Bihar,Aurangabad-B,824101,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TVA7,South 3,Tamil Nadu,Karaikudi,630001,S0TC,OPERATIONAL,Digital
7817,West 1,Maharashtra,Mumbai,400062,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7958,West 1,Maharashtra,Kolhapur,416012,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7636,West 1,Maharashtra,Mumbai,400057,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3867,North 2,Uttarakhand,Ramnagar,244715,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
6477,North 1,Haryana,Karnal,132001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3891,North 1,Himachal Pradesh,Shimla,175001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TUX1,South 1,Karnataka,Bangalore,560023,R396,OPERATIONAL,Digital
6578,West 2,Madhya Pradesh,Bhind,477001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
8709,East,West Bengal,Kolkata,700016,SLKO,OPERATIONAL,Digital
6634,West 2,Madhya Pradesh,Indore,452005,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3786,South 1,Karnataka,Rabkavi-Banhatti,587314,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6647,South 1,Andhra Pradesh,Chirala,523155,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6679,North 1,Punjab,Chandigarh,160047,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TCS7,East,West Bengal,Kolkata,743503,SLKO,OPERATIONAL,Digital
6785,South 1,Karnataka,Gulbarga,585105,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6660,South 1,Telangana,Gadwal,509125,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7772,West 1,Maharashtra,Pune,411057,V014,OPERATIONAL,DIGITAL EXPRESS MINI
3841,South 1,Andhra Pradesh,Piduguralla,522437,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
TW2E,South 3,Tamil Nadu,Dharmapuri,636705,S0TC,OPERATIONAL,Digital
TW93,West,Maharashtra,Sangamner,422605,R696,OPERATIONAL,Digital
TW40,North 2,Uttar Pradesh,Bareily,243001,SC28,OPERATIONAL,Digital
TVL9,South 1,Karnataka,Bangalore,560049,R396,OPERATIONAL,Digital
7807,North 2,Uttar Pradesh,Meerut,250001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
6627,South 2,Telangana,Hyderabad,501218,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TJI0,South 2,Andhra Pradesh,Nellore,524003,SJ99,OPERATIONAL,Digital
TVM7,East,Assam,Silchar,788005,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7981,West 2,Gujarat,Jamnagar,361005,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6446,West 2,Madhya Pradesh,Sagar,470002,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3681,West 2,Madhya Pradesh,Harda,461331,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6683,North 2,Uttar Pradesh,Meerut,250002,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TF06,East,West Bengal,Howrah,711106,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6495,West 1,Chhattisgarh,Bilaspur,495001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
6748,South 1,Andhra Pradesh,Tirupati,517501,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6776,West 1,Maharashtra,Mumbai,400099,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TG0Q,South 2,Kerala,Kottiyam,691571,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8695,South 2,Andhra Pradesh,Chittoor,517501,SJ99,OPERATIONAL,Digital
8793,South 1,Karnataka,Bangalore,560045,R396,OPERATIONAL,Digital
9128,East,West Bengal,Kolkata,700124,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
8798,East,West Bengal,Siliguri,734001,SLLN,OPERATIONAL,Digital
8953,East,West Bengal,Kolkata,700047,SLKO,OPERATIONAL,Digital
T749,North 2,Bihar,Darbhanga,856004,R394,OPERATIONAL,DIGITAL EXPRESS MINI
3675,South 1,Karnataka,Bijapur,586103,V014,OPERATIONAL,Digital
TEE0,North 1,Haryana,Ambala,134003,S0CV,OPERATIONAL,Digital
7812,West 1,Maharashtra,Nashik,422003,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TG1O,West 1,Maharashtra,Mumbai,401404,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TEE6,West 1,Maharashtra,Wardha,442001,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
3764,South 2,Tamil Nadu,Udumalaipettai,642126,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3587,West 2,Rajasthan,Karoli,322230,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6758,West 2,Gujarat,Ahmedabad,380007,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
9166,North 2,Uttar Pradesh,Vrindavan,281121,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3578,West 2,Rajasthan,Baran,325205,R810,OPERATIONAL,DIGITAL EXPRESS MINI
8834,South 2,Telangana,Hyderabad,500060,SE40,OPERATIONAL,Digital
T1JX,Central,Gujarat,Ahmedabad,382421,SLTY,OPERATIONAL,Digital
6390,North 1,Delhi NCR,Delhi,110019,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T050,South 3,Tamil Nadu,Chennai,600087,SJ99,OPERATIONAL,Digital
TW2B,East,West Bengal,Raniganj,713301,SLKO,OPERATIONAL,Digital
8898,South 1,Karnataka,Mysore,570010,R396,OPERATIONAL,Digital
6625,South 2,Tamil Nadu,Thoothukkudi,628002,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
T3BB,West 1,Chhattisgarh,Ambikapur,,S573,OPERATIONAL,Digital
8903,Central,Madhya Pradesh,Indore,452001,S0GZ,OPERATIONAL,Digital
TIX5,West 2,Madhya Pradesh,Bhopal,462008,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3560,West 2,Gujarat,Vadodara,390022,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6831,South 2,Tamil Nadu,Chennai,600023,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
7835,South 2,Telangana,Hyderabad,500076,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TEX4,North 2,Uttar Pradesh,Allahabad,211008,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3682,West 2,Madhya Pradesh,Rewa,486001,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7721,West 2,Rajasthan,Jaipur,302039,R810,OPERATIONAL,DIGITAL EXPRESS MINI
9178,East,North East,Lunglei,796701,S597,OPERATIONAL,DIGITAL EXPRESS MINI
8787,West,Maharashtra,Mumbai,400070,R696,OPERATIONAL,Digital
TI3I,West,Maharashtra,Pune,,V014,OPERATIONAL,Digital
7471,South 1,Karnataka,Devangere,577002,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TCJ8,North 2,Bihar,Purnea,854301,SLLN,OPERATIONAL,Digital
9169,East,Assam,Bongaigaon,783380,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7492,West 1,Chhattisgarh,Durg-Bhilainagar,491001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
7477,South 2,Kerala,Kannur,670001,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3896,North 1,Jammu & Kashmir,Kathua,184101,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
T751,South 2,Telangana,Secunderabad,500026,SE40,OPERATIONAL,Digital
TDI7,North 1,Delhi NCR,Delhi,110077,SJ93,OPERATIONAL,Digital
TY7C,North 2,Jharkhand,Ranchi,834008,R278,OPERATIONAL,Digital
7629,West 1,Maharashtra,Pune,411005,V014,OPERATIONAL,DIGITAL EXPRESS MINI
3688,East,West Bengal,Krishnanagar,741101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6536,East,West Bengal,Kolkata,711303,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
T36N,North 2,Uttarakhand,Haldwani,263139,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
6291,North 1,Punjab,Ludhiana,141010,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
3655,East,West Bengal,Gangarampur,733124,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
3592,North 1,Punjab,Maloud,152107,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
7716,North 2,Uttar Pradesh,Kanpur,208006,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3890,North 1,Punjab,Nakodar,144040,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TFT0,North 2,Uttar Pradesh,Fatehpur,212601,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7818,West 1,Chhattisgarh,Raipur,492001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
7707,South 2,Kerala,Trivandrum,695009,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6420,West 2,Madhya Pradesh,Bhopal,462001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3549,West 1,Maharashtra,Hinganghat,442301,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
TES9,North 2,Uttar Pradesh,Lucknow,226004,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TFI3,West,Maharashtra,Aurangabad,431001,V014,OPERATIONAL,Digital
3894,South 1,Karnataka,Basavakalyan,585401,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3535,North 2,Uttar Pradesh,Faridpur,243503,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3747,South 2,Tamil Nadu,Pudukkottai,622001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
8827,South 2,Telangana,Hyderabad,500049,SE40,OPERATIONAL,Digital
T30E,North 2,Uttar Pradesh,Kanpur,208002,SC28,OPERATIONAL,Digital
8985,East,West Bengal,Burdwan,713101,SLKO,OPERATIONAL,Digital
9702,North 1,Rajasthan,Bikaner,334001,R810,OPERATIONAL,Digital
7936,West 2,Gujarat,Jamnagar,361140,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7565,South 1,Karnataka,Bangalore,560034,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TKR8,West,Maharashtra,Pune,411013,V014,OPERATIONAL,Digital
8671,North 2,Bihar,Patna,800014,R394,OPERATIONAL,Digital
TY25,North 2,Uttarakhand,Kashipur,244713,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
7950,South 2,Telangana,Hyderabad,500073,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7867,West 1,Maharashtra,Kolhapur,416008,V014,OPERATIONAL,DIGITAL EXPRESS MINI
8788,West 1,Maharashtra,Mumbai,400102,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3536,North 2,Uttar Pradesh,Kosikalan,281403,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6786,West 2,Madhya Pradesh,Sagar,470001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TML2,South 1,Karnataka,Bangalore,560008,R396,OPERATIONAL,Digital
6338,North 2,Bihar,Bhagalpur,812001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
9154,North 1,Delhi NCR,Noida,201301,SJ93,OPERATIONAL,Digital
TBA7,North 2,Uttar Pradesh,Kanpur,208001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3654,East,Odisha,Jajpore Road,764001,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6149,West 1,Maharashtra,Phaltan,415523,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7769,West 2,Gujarat,Ahmedabad,382481,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
9187,West 2,Gujarat,Bilimora,396321,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7442,South 2,Kerala,Trivandrum,695006,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3718,North 1,Himachal Pradesh,Una,174303,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
6442,East,Odisha,Rourkela,769004,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6361,Central,Gujarat,Surat,395009,SLTY,OPERATIONAL,Digital
6267,West 1,Maharashtra,Amravati,444606,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
8769,South 2,Telangana,Hyderabad,500070,SE40,OPERATIONAL,Digital
7816,West 2,Rajasthan,Jaipur,302012,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6901,North 2,Bihar,Dehri,821307,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TVL0,South 3,Tamil Nadu,Madurai,625016,S0TC,OPERATIONAL,Digital
7760,West 2,Gujarat,Ahmedabad,380008,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7954,West 1,Maharashtra,Nashik,422401,R696,OPERATIONAL,DIGITAL EXPRESS MINI
8939,South 3,Tamil Nadu,Chennai,600083,SJ99,OPERATIONAL,Digital
6300,North 1,Punjab,Jalandhar,144005,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TIX6,South 1,Karnataka,Bangalore,560076,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TED7,West,Maharashtra,Mumbai,421301,R696,OPERATIONAL,Digital
7897,South 1,Andhra Pradesh,Vishakhapatnam,530026,R804,OPERATIONAL,DIGITAL EXPRESS MINI
7947,West 2,Gujarat,Bhavnagar,364005,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6684,EAST,West Bengal,English Bazar(Malda),732101,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6423,North 2,Uttar Pradesh,Bareily,243001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6184,North 2,Uttar Pradesh,Allahabad,211002,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
8935,South 3,Tamil Nadu,Chennai,600042,SJ99,OPERATIONAL,Digital
TLY3,Central,Gujarat,Nadiad,387001,SLTY,OPERATIONAL,Digital
TN88,South 1,Karnataka,Bangalore,560010,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TKC2,East,West Bengal,Kharagpur,721305,SLKO,OPERATIONAL,Digital
9161,North 1,Rajasthan,Bharatpur,321001,SJ93,OPERATIONAL,Digital
T2VH,South 1,KARNATAKA,BENGALURU,,R396,OPERATIONAL,Digital
8750,South 2,Andhra Pradesh,Anantapur,515001,R396,OPERATIONAL,Digital
8754,South 3,Kerala,Kochi,682024,SD78,OPERATIONAL,Digital
T43N,Central,Gujarat,Amreli,365601,SLTY,OPERATIONAL,Digital
TM29,West 2,Gujarat,Veraval,362265,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6906,EAST,West Bengal,Behala,700061,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6496,West 1,Maharashtra,Ichalkaranji,416115,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7648,North 2,Uttar Pradesh,Lucknow,226016,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6437,South 1,Telangana,Khammam,507001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TLN7,West 1,Maharashtra,Latur,413512,V014,OPERATIONAL,DIGITAL EXPRESS MINI
