store_id,zone,state,city,pincode,p1DC,status,format
6379,South 2,Andhra Pradesh,Kurnool,518001,SE40,OPERATIONAL,Digital
8693,West,Maharashtra,Aurangabad,431001,V014,OPERATIONAL,Digital
8877,North 1,Delhi NCR,Gurgaon,122017,SJ93,OPERATIONAL,Digital
8997,North 1,Delhi NCR,Delhi,110015,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TN26,South 1,Karnataka,Bangalore,560079,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6816,West 1,Chhattisgarh,Durg-Bhilainagar,490023,S573,OPERATIONAL,DIGITAL EXPRESS MINI
3593,North 1,Punjab,Kapurthala,144001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
3637,North 2,Uttar Pradesh,Sitapur,261001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TDQ1,North 1,Rajasthan,Chittogarh,312001,R810,OPERATIONAL,Digital
6989,West 2,Madhya Pradesh,Satna,485001,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6582,West 2,Madhya Pradesh,Panna,488001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
7831,West 1,Maharashtra,Aurangabad,431005,V014,OPERATIONAL,DIGITAL EXPRESS MINI
6414,North 2,Uttar Pradesh,Mathura,281004,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T4LD,East,West Bengal,Belghoria,,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6746,West 1,Maharashtra,Mumbai,400003,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6598,North 2,Bihar,Bihar Sharif,803101,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8736,South 2,Telangana,Warangal,506001,SE40,OPERATIONAL,Digital
TJM9,West 2,Rajasthan,Jaipur,302002,R810,OPERATIONAL,DIGITAL EXPRESS MINI
9191,West 2,Madhya Pradesh,Indore,452001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TL32,EAST,Odisha,Jajpur,755019,R201,OPERATIONAL,DIGITAL EXPRESS MINI
TCO4,West 1,Maharashtra,Pune,411021,V014,Closed,DIGITAL EXPRESS MINI
3567,West 2,Gujarat,Khambhat,388620,SLTY,Closed,DIGITAL EXPRESS MINI
7544,South 1,Karnataka,Bangalore,560096,R396,Closed,DIGITAL EXPRESS MINI
6971,North 1,Punjab,Nabha,147201,S0CV,Closed,DIGITAL EXPRESS MINI
6552,North 1,Haryana,Sonipat,131001,SJ93,Closed,DIGITAL EXPRESS MINI
3846,North 1,Haryana,Ambala,134003,S0CV,Closed,DIGITAL EXPRESS MINI
6139,West 2,Rajasthan,Banswara,327001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
T540,East,West Bengal,Madhyamgram,700129,SLKO,Closed,Digital
7695,South 1,Karnataka,Hubli-Dharwad,580029,R396,Closed,DIGITAL EXPRESS MINI
9515,West 1,Maharashtra,Mumbai,400709,R696,Closed,TECH PARK
3715,North 1,Himachal Pradesh,Kullu,175101,S0CV,Closed,DIGITAL EXPRESS MINI
3564,West 1,Maharashtra,Shirdi,423107,V014,Closed,DIGITAL EXPRESS MINI
TK90,North 1,Delhi NCR,Delhi,110027,SJ93,Closed,Digital
6845,North 1,Haryana,Barwala,125121,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6837,West 2,Gujarat,Surat,395001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3595,East,West Bengal,Rampurhat,731224,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3621,North 1,Delhi NCR,Delhi,110027,SJ93,Closed,DIGITAL EXPRESS MINI
6538,South 2,Tamil Nadu,Vellore,632004,SJ99,Closed,DIGITAL EXPRESS MINI
6847,North 1,Haryana,Charkhidadri,127306,SJ93,Closed,DIGITAL EXPRESS MINI
6142,West 2,Gujarat,Junagadh,362001,SLTY,Closed,DIGITAL EXPRESS MINI
TQ25,West 1,Maharashtra,Mumbai,400068,R696,Closed,DIGITAL EXPRESS MINI
3717,North 1,Himachal Pradesh,Sundernagar,175002,S0CV,Closed,DIGITAL EXPRESS MINI
9179,South 2,Kerala,Aatingal,695101,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3722,West 2,Gujarat,Bhuj,370020,SLTY,Closed,DIGITAL EXPRESS MINI
6257,North 1,Delhi NCR,Delhi,110010,SJ93,Closed,DIGITAL EXPRESS MINI
6903,South 1,Andhra Pradesh,Amalapuram,533201,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6797,West 2,Gujarat,Dwarka,361335,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3726,South 1,Karnataka,Ranibennur,561115,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6120,West 1,Maharashtra,Wani,445304,SACU,Closed,DIGITAL EXPRESS MINI
INAP,-,North East,Jio Point - Tamenglong,795141,S597,OPERATIONAL,JP
6877,North 1,Haryana,Tohana,125120,SJ93,Closed,DIGITAL EXPRESS MINI
9500,East,Jharkhand,Sahibganj,816109,R278,Closed,DIGITAL EXPRESS MINI
6600,North 1,Haryana,Thanesar,136118,SJ93,Closed,DIGITAL EXPRESS MINI
T517,South 2,Tamil Nadu,Chennai,600024,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6515,West 1,Maharashtra,Akola,444001,SACU,Closed,DIGITAL EXPRESS MINI
7665,West 2,Madhya Pradesh,Indore,452008,S0GZ,Closed,DIGITAL EXPRESS MINI
3840,North 2,Uttar Pradesh,Bijnor,246701,SLOR,Closed,DIGITAL EXPRESS MINI
3694,South 2,Kerala,Neyyattinkara,695121,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
IR66,-,Jammu & Kashmir,Jio Point - Budhal,185233,Y695,OPERATIONAL,JP
3861,South 2,Kerala,Payyanur,670307,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8749,West 1,Maharashtra,Mumbai,400016,R696,Closed,DIGITAL EXPRESS MINI
T0BE,North 1,Jammu & Kashmir,Jammu,,Y695,OPERATIONAL,Digital
TAIV,West,Maharashtra,Mumbai,400099,R696,OPERATIONAL,Digital
TV03,West 1,Maharashtra,Mumbai,400072,R696,Closed,DIGITAL EXPRESS MINI
7931,North 2,Bihar,Patna,800006,R394,OPERATIONAL,DIGITAL EXPRESS MINI
9167,West 2,Gujarat,Viramgam,382150,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
INA8,-,North East,Jio Point - Jiribam,795116,S597,OPERATIONAL,JP
